epoch,acc,loss,val_acc,val_loss
0,0.5241125250373682,0.6924621481585647,0.5220883538924068,0.6904169675336784
1,0.5344943066451346,0.688914062149638,0.5271084337349398,0.6911669615282112
2,0.5334896181385068,0.6870320261283281,0.5210843373493976,0.6917075462130657
3,0.5381781646491535,0.6853225757751541,0.5120481927710844,0.6922922210999761
4,0.5445411925497905,0.683463578525998,0.5130522083565892,0.6929761903831758
5,0.5498995314647268,0.6814541758025003,0.5170682726136173,0.6941509055325306
6,0.5552578703796632,0.679318183073643,0.5100401607622583,0.6958206588005924
7,0.5629604821307341,0.6768208909817215,0.5130522089550295,0.6981980111225542
8,0.570997990902366,0.6738346118457511,0.5040160637782759,0.7010544224915255
9,0.5837240453861898,0.6704987772183377,0.5070281124497992,0.7051284770410223
10,0.592766242744295,0.6667636570639843,0.49999999952124785,0.7096566036044354
