epoch,acc,loss,val_acc,val_loss
0,0.5298057600945654,0.6913527850727865,0.535140559376483,0.6897502362009991
1,0.5428667116388729,0.6879690599297806,0.5130522088353414,0.6901856167728163
2,0.5428667116388729,0.6866925464966755,0.524096386499673,0.6908577462755533
epoch,acc,loss,val_acc,val_loss
0,0.0,8.392977413042072,0.0,8.755507082345495
3,0.5421969188353557,0.6854077973225255,0.5190763051011955,0.6917823371159504
4,0.5408573340666989,0.6840712868839961,0.5150602408441673,0.69290806945548
1,0.0,8.392977413042072,0.0,8.755507082345495
5,0.5448760886920513,0.682684062554065,0.5220883542514709,0.6942050373219103
2,0.0,8.392977413042072,0.0,8.755507082345495
6,0.5525787008822722,0.6812434144572611,0.5220883542514709,0.6956779006494576
3,0.0,8.392977413042072,0.0,8.755507082345495
7,0.5609511054368603,0.6797350437866309,0.5180722891566265,0.697340416860389
4,0.0,8.392977413042072,0.0,8.755507082345495
8,0.5649698591839125,0.6781276499594288,0.5160642551131038,0.6992150360800655
5,0.0,8.392977413042072,0.0,8.755507082345495
9,0.5663094439126466,0.6763865394793496,0.5200803234395253,0.7013400335867243
6,0.0,8.392977413042072,0.0,8.755507082345495
10,0.5699933019166654,0.6744798577159185,0.5251004028033062,0.7037652084626347
7,0.0,8.392977413042072,0.0,8.755507082345495
8,0.0,8.392977413042072,0.0,8.755507082345495
9,0.0,8.392977413042072,0.0,8.755507082345495
10,0.0,8.392977413042072,0.0,8.755507082345495
0,0.5036838580838642,2.9977870029805893,0.5230923689991595,1.2211521940537724
0,0.5247823178009626,0.6910851343078894,0.5271084339743158,0.6898295233048588
1,0.4949765574069767,0.8719223121708859,0.4939759036144578,0.7291714134944012
1,0.5241125249974454,0.6895533717485058,0.5271084330168115,0.6901992640820852
2,0.5277963830014643,0.6889900171908451,0.5301204831245913,0.6906311646044014
2,0.49933020775540116,0.713754159846884,0.49397590373414585,0.7180284726093094
3,0.5294708639523046,0.6886079003965783,0.5240963848240404,0.6909913619359335
4,0.53784326890612,0.6883292171832147,0.5271084339743158,0.6912743688587204
3,0.511051574051979,0.7049172895112775,0.4748995983935743,0.7133238545383316
5,0.5375083722847864,0.688109396770347,0.5190763073752683,0.6914939887552376
6,0.538513060831337,0.6879248728068659,0.520080322482021,0.6916643019660889
4,0.5160750167847319,0.7002958339169292,0.4748995986329504,0.7101014847736282
7,0.5375083722847864,0.6877626115175517,0.5240963867390491,0.6917974810044928
8,0.5391828536348541,0.6876149084132067,0.5240963867390491,0.6919032148568027
5,0.5221031484233399,0.6970575914954629,0.4779116463469693,0.7074182818692372
9,0.5388479574526706,0.6874763492921496,0.5251004037608105,0.6919894070031652
10,0.5351640994486518,0.6873429940598009,0.5261044188675631,0.6920590608952993
6,0.5328198262532127,0.6945047270349425,0.4829317271470066,0.7051197668634744
7,0.527796383480537,0.692414922915444,0.48293172702731857,0.7031861294704269
8,0.5304755524988551,0.6906933402823507,0.4869477912843467,0.7015964774242845
9,0.5368385799204193,0.6892775981839838,0.4949799191999627,0.7003165141166933
10,0.5378432688661973,0.6881150193687102,0.5,0.6993056875634863
11,0.5375083722847864,0.6871584282572926,0.5080321285140562,0.6985228324989717
12,0.5425318150175392,0.6863659140413748,0.5060240968642943,0.6979289907049463
13,0.5435365035640898,0.6857011447955679,0.5040160647357803,0.6974888295533667
14,0.546885465385925,0.685133542738261,0.5040160642570282,0.6971716411621216
15,0.5445411921106403,0.6846381490133149,0.5050200803212851,0.6969517172579784
16,0.5432016073819063,0.6841952306507262,0.501004016064257,0.6968082483992519
17,0.5411922302888051,0.6837895741737376,0.5040160642570282,0.6967251927977106
18,0.5435365039633172,0.6834097439940952,0.5020080316497619,0.6966904174371895
19,0.5455458810564183,0.6830471674228624,0.5040160637782759,0.6966952513978184
20,0.5448760882928239,0.68269556090086,0.5010040161839451,0.69673365474226
21,0.5445411921106403,0.6823501879946945,0.5020080322482021,0.6968015540077026
22,0.5482250501146592,0.6820074341397755,0.5010040161839451,0.6968963510061363
0,0.5264567983126529,0.6910519579953183,0.522088354371159,0.6900319198527968
23,0.546885465385925,0.6816645441084043,0.5020080322482021,0.6970164993680624
1,0.5388479574925933,0.688217339464585,0.5130522088353414,0.6909860451537443
24,0.5482250501146592,0.6813192239002501,0.5030120483124592,0.6971610693567728
2,0.5351640990095017,0.6865217910863693,0.5110441756296349,0.6921495057971602
3,0.5354989951916852,0.6846413902604013,0.5080321293518725,0.6938800792617491
25,0.5492297386612097,0.6809696110398356,0.5050200804409731,0.6973297342239134
4,0.5472203615681086,0.682490506510725,0.5100401605228823,0.6964351790975855
5,0.5565974546692471,0.6799736018956946,0.5120481937285887,0.699870246002473
26,0.5505693233899438,0.68061405532087,0.5070281125694872,0.6975223673395363
6,0.5632953783129176,0.6768018510704142,0.5180722903535069,0.7048701943163891
7,0.57233757519195,0.6729616864926848,0.508032127795928,0.712432640384
27,0.5498995310255768,0.6802510936948492,0.5100401607622583,0.6977390611028097
8,0.5833891492040063,0.6685175196244584,0.5010040153461288,0.7218441862657846
9,0.5957803083440241,0.6630716019242063,0.5030120474746428,0.7328366862243438
28,0.553918285211779,0.6798793499052964,0.5160642571478005,0.6979800654223645
10,0.6054922971881961,0.6560840617468592,0.5000000002393761,0.7457657997387959
0,0.5241125250373682,0.6911412007602684,0.5261044171919306,0.6921745356785725
0,0.5241125249974454,3.946998683622198,0.5502008036916036,2.496382638632533
1,0.5257870060281313,2.26318382051114,0.5491967837973292,1.5163764584974113
2,0.5133958473671864,1.486301254842877,0.5381526087661345,1.2224559051444732
3,0.5083724045945108,1.1783706483151077,0.5321285140562249,1.1364842026109196
1,0.538513061270487,0.6865422145999365,0.5220883535333427,0.6933651396548413
4,0.5043536503883471,1.0860047390695713,0.5341365461847389,1.086359834096518
5,0.5023442733152074,1.0218729463425245,0.5341365431925379,1.0365411325630893
6,0.5020093771729466,0.966384519168537,0.5331325271282809,1.0031375904159852
7,0.5006697924442125,0.9494219035489082,0.5391566235138231,0.9964893649380848
2,0.5428667116388729,0.6838057405662792,0.5110441763477632,0.6955224689709614
8,0.5023442733351687,0.9298375979894292,0.5331325279660972,0.9982397484492107
9,0.504688546590492,0.9041575828975108,0.5341365448681705,0.992180307227445
10,0.5030140656995358,0.8944059352865175,0.5311244966753994,0.9667682633342514
11,0.5036838580239801,0.8801184559299574,0.5311244996676004,0.9602248891290411
3,0.5589417284236047,0.6807729335974625,0.5050200804409731,0.699913622385048
12,0.5026791694973909,0.8698518383606759,0.5331325279660972,0.9264322109969265
13,0.502344273295246,0.856752466053589,0.5341365440303542,0.9174026827735594
14,0.5026791694574682,0.8460025665589171,0.5321285119018402,0.8825530433750536
15,0.5020093771130625,0.8371620012942529,0.5321285148940412,0.8741685453667698
4,0.5679839249034098,0.6763709905717649,0.5020080323678902,0.7099172475347557
16,0.5020093771330238,0.8291418195090194,0.5311244949997669,0.8587877855722206
17,0.5013395847686568,0.8244920390928183,0.5311244979919679,0.8541645807434756
18,0.5016744809708017,0.8208017942095793,0.5301204780976935,0.8506030349367594
19,0.5026791694973909,0.8141419919081686,0.5331325262904646,0.8338725856509075
5,0.5830542530617455,0.6693804566283714,0.4979919675124218,0.7313217669126978
20,0.5003348962021449,0.8061739645464182,0.5321285102262076,0.8193230880312172
21,0.5000000000199614,0.8027399508089167,0.5311244941619505,0.815790903616143
22,0.500669792364367,0.7998721750886026,0.5301204780976935,0.8027081422537685
23,0.5020093770931011,0.7937772086380475,0.5281124459691795,0.7980835045197882
6,0.5961152041269802,0.6586195117901893,0.5060240965052302,0.7579778059419379
24,0.5036838596807737,0.7864164096831636,0.5281124459691795,0.7854710357734956
25,0.5036838596807737,0.7802158267563489,0.53112450397637,0.7807750352415215
26,0.5066979253204253,0.7764025217562175,0.530120487912113,0.7773484192698835
27,0.5070328197859313,0.770189966160582,0.5291164718478559,0.7746917488105804
7,0.6185532482933535,0.644038614936108,0.507028111971047,0.7725654337779585
28,0.5083724045146654,0.7638443007775784,0.5261044176706827,0.7723153032452227
29,0.5103817815678438,0.7611823766245909,0.5230923694779116,0.7702382692850258
30,0.5097119892034767,0.7589360349783543,0.5220883534136547,0.7684292503628865
31,0.5090421985557873,0.7536081895282104,0.5240963825499676,0.7649825114801706
8,0.6386470192243648,0.6257167452146603,0.5240963855421686,0.7904172530135956
32,0.5090421968391097,0.7500455419808048,0.5220883504214536,0.762823399051605
33,0.5107166777500273,0.7479780351085624,0.5220883504214536,0.7612015104676825
34,0.5107166794267822,0.7460205216816584,0.5200803221229569,0.7510407511967732
35,0.5113864701143943,0.7442293788711256,0.5220883534136547,0.7478543462523495
9,0.6604152710263711,0.6044265935665317,0.5150602414426075,0.8160109467295757
36,0.5117213679733328,0.7425998740362306,0.5220883534136547,0.7461300848957046
37,0.5113864700744716,0.7411087190873337,0.5230923694779116,0.7447567079440657
38,0.5107166777101045,0.7397244038872486,0.5220883534136547,0.7435427303295059
39,0.5123911586210221,0.7384258542616576,0.5160642540359114,0.7424178085173948
10,0.6851975885079519,0.5782074689745345,0.5170682730923695,0.8600554954574768
40,0.5130609509853892,0.7372010331064442,0.5180722899944428,0.7413574907195616
41,0.5127260548032057,0.7360402989211852,0.5180722899944428,0.7403443419789694
42,0.5123911602977771,0.7349361870325578,0.5240963855421686,0.7393688157380346
43,0.5127260548431284,0.7306011993056244,0.5190763052208835,0.7380401796126461
44,0.512056264195439,0.7285181326668133,0.5140562257374147,0.7368691393649243
45,0.511386471831072,0.7272566843176559,0.5110441783824599,0.7358547664550413
46,0.5130609510253119,0.726194826413223,0.5120481944467169,0.7348996970548208
47,0.514400535754046,0.725218955774237,0.514056226575231,0.7339842427207763
48,0.514400535754046,0.724295173047456,0.5120481952845332,0.7331083661102387
49,0.514400535754046,0.7234118126098213,0.5130522113487902,0.7322669096261143
50,0.5154052259773515,0.7225604478896104,0.515060239647287,0.7314596046884376
51,0.5160750183417185,0.7217384381974534,0.5140562235830299,0.7306868733172436
52,0.515740122159535,0.7209424177273279,0.515060239647287,0.7299422245906538
53,0.5174146030305299,0.7201678752499943,0.5130522075187729,0.7292216652368446
54,0.5174146030305299,0.7194145364563336,0.514056226575231,0.7285199972041639
55,0.5170797068084236,0.7186807176049572,0.5110441745524426,0.7278441710165705
56,0.5180843936782193,0.7179684055306651,0.5110441745524426,0.7271806075869793
57,0.5174146013138523,0.7172779408143178,0.5100401593260018,0.7265355120222252
58,0.5184192898604029,0.7166090873129322,0.5100401623182028,0.7259119954932646
59,0.5200937724480753,0.7159591284839403,0.5110441783824599,0.7253030555315286
60,0.5204286686302588,0.7153261900746575,0.5100401593260018,0.7247084640116098
61,0.5200937707313977,0.7147119399771463,0.5090361432617448,0.7241277156105961
62,0.5194239800437855,0.7141155041230259,0.5110441745524426,0.7235612672974306
63,0.519423978327108,0.7135369685457923,0.5100401614803866,0.7230132894822393
64,0.520093770691475,0.7129742606566085,0.5100401584881855,0.7224805400553478
65,0.5204286668736585,0.712428059700904,0.5080321255218552,0.7219612057429241
66,0.5214333554202091,0.7118953814541663,0.5080321255218552,0.721455432085627
67,0.5221031477446534,0.7113754802794562,0.5040160650948444,0.7209630093900076
68,0.5227729401090204,0.7108646033996715,0.5030120460383863,0.7204831572900335
69,0.5227729401090204,0.7103636777009728,0.5030120460383863,0.7200177946243899
70,0.5221031494613311,0.7098760020788771,0.5030120460383863,0.719564512551549
71,0.5217682516023926,0.7093988926875375,0.5060240972233585,0.7191192574769139
72,0.5217682532791474,0.7089354802679073,0.5060240972233585,0.718690364954462
73,0.5197588761860463,0.7084838560341351,0.5060240972233585,0.7182757042976747
74,0.5204286685504134,0.7080444097119694,0.5060240972233585,0.7178660099764904
75,0.5197588761860463,0.7076167563264671,0.5100401606425703,0.7174621382391596
76,0.5177494990929452,0.7071996471742935,0.5100401606425703,0.7170622698274483
77,0.5174146029107617,0.7067927065425804,0.513052205005324,0.7166707630617073
78,0.5187541876394958,0.7063942641039782,0.512048188941067,0.7162895073373634
79,0.518419291497235,0.7060064059811315,0.5100401606425703,0.7159203360358395
