epoch,acc,loss,val_acc,val_loss
0,0.5358338912141778,0.6913869959032144,0.5361445842976551,0.6907186982143356
1,0.5301406577938128,0.6894490341172471,0.5311245023007374,0.6899125494631418
2,0.5378432682673562,0.6885565612352861,0.5281124524323337,0.6896635507005285
3,0.540857333907008,0.6880427075965406,0.5321285188437466,0.6896034941137077
4,0.5425318148179256,0.6876598770236777,0.5311245006251047,0.6895744300271612
5,0.5425318148179256,0.6873259199839348,0.5331325289236015,0.6895379208656679
6,0.5448760881331329,0.6870204482554432,0.5321285188437466,0.6894948848758835
7,0.5458807766796835,0.6867369354290205,0.5311245027794895,0.689453569760763
8,0.5438714012633373,0.6864703783873976,0.5341365509722606,0.6894212152105738
9,0.5418620241702361,0.6862161212213392,0.5301204845608478,0.6894025125177988
10,0.5401875415825637,0.6859701286604639,0.5240963821909035,0.6893997975142605
11,0.5401875415825637,0.6857291182174989,0.5220883577224241,0.6894138275858868
12,0.5395177492181966,0.6854905419036676,0.5210843416581671,0.6894442946556582
13,0.5371734759828346,0.6852523424604637,0.5220883479080047,0.6894903491778546
14,0.5388479586104299,0.685013006137508,0.5200803157794907,0.689551451359408
15,0.540187543339164,0.6847711162365928,0.521084335673765,0.6896267992904387
16,0.5411922318857145,0.6845254876912239,0.5210843318437477,0.689716103565262
17,0.5438713996265051,0.6842751040685441,0.5240963800365187,0.6898192485652296
18,0.5462156745785447,0.6840189318088422,0.5251003999307932,0.6899362905437209
19,0.5462156745785447,0.6837561144097412,0.5251004075908278,0.6900673286024347
20,0.5465505707607282,0.6834858005987424,0.5240963915265707,0.6902128412541615
