loss,done,timesteps_total,episodes_total,experiment_id,date,timestamp,training_iteration,time_this_iter_s,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore
-0.8900100899753128,False,,,af7a8c25056c47bf8af08aa227d3c9ed,2018-12-19_05-32-10,1545226330,1,123.11947083473206,123.11947083473206,27210,127x13.csc.calpoly.edu,129.65.221.23,"{'activation': 'relu', 'batch_size': 64, 'epochs': 200, 'layer1_size': 128, 'loss': 'binary_crossentropy', 'lr': 0.0001, 'opt': <class 'keras.optimizers.Adam'>, 'output_activation': 'elu', 'recurrent_activation': 'hard_sigmoid', 'stateful': False, 'step_size': 5}",123.11947083473206,0,1
-0.8900100899753128,True,,,af7a8c25056c47bf8af08aa227d3c9ed,2018-12-19_05-32-11,1545226331,2,1.0010871887207031,124.12055802345276,27210,127x13.csc.calpoly.edu,129.65.221.23,"{'activation': 'relu', 'batch_size': 64, 'epochs': 200, 'layer1_size': 128, 'loss': 'binary_crossentropy', 'lr': 0.0001, 'opt': <class 'keras.optimizers.Adam'>, 'output_activation': 'elu', 'recurrent_activation': 'hard_sigmoid', 'stateful': False, 'step_size': 5}",124.12055802345276,0,2
