group: thresh_pba_dzn_normalize
root: dow_jones
desc: thresh_dzn


debug: s
                           pba_oc_return_fth_of_xact  \
2005-03-21 19:00:00+00:00                  -0.181952   
2005-03-21 20:00:00+00:00                  -0.829415   
2005-03-21 21:00:00+00:00                   0.365842   
2005-03-22 14:00:00+00:00                  -0.026294   
2005-03-22 15:00:00+00:00                  -2.050926   
2005-03-22 16:00:00+00:00                  -0.363442   
2005-03-22 17:00:00+00:00                   0.514843   

                           vol_lh_return_fth_of_xact  
id                                                    
2005-03-18 14:00:00+00:00                  -1.208807  
2005-03-18 15:00:00+00:00                   0.273676  
2005-03-18 16:00:00+00:00                   0.598259  
2005-03-18 17:00:00+00:00                  -1.125251  
2005-03-18 18:00:00+00:00                   1.105507  
2005-03-18 19:00:00+00:00                  -0.428742  
2005-03-18 20:00:00+00:00                   1.423558  
2005-03-18 21:00:00+00:00                  -0.638201  
2005-03-21 14:00:00+00:00                   1.073666  
2005-03-21 15:00:00+00:00                   1.101202  
2005-03-21 16:00:00+00:00                  -1.423903  
2005-03-21 17:00:00+00:00                   0.579966  
2005-03-21 18:00:00+00:00                   0.579966  
2005-03-21 19:00:00+00:00                   0.005168  
2005-03-21 20:00:00+00:00                  -0.735894  
2005-03-21 21:00:00+00:00                  -1.180172  
2005-03-22 14:00:00+00:00                  -0.162041  
2005-03-22 15:00:00+00:00                   0.361079  
2005-03-22 16:00:00+00:00                  -0.188184  
2005-03-22 17:00:00+00:00                  -0.775857  


root: sp_500
desc: thresh_dzn


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
1998-01-02 15:00:00+00:00                  -0.117137   
1998-01-02 16:00:00+00:00                   1.065692   
1998-01-02 17:00:00+00:00                  -0.425686   
1998-01-02 18:00:00+00:00                   0.720407   
1998-01-02 19:00:00+00:00                   0.468664   
1998-01-02 20:00:00+00:00                  -1.711940   
1998-01-05 14:00:00+00:00                  -0.594972   
1998-01-05 16:00:00+00:00                  -1.027176   
1998-01-05 17:00:00+00:00                   1.604612   
1998-01-05 18:00:00+00:00                   0.623666   
1998-01-05 19:00:00+00:00                   0.167829   
1998-01-05 20:00:00+00:00                  -0.773959   
1998-01-06 14:00:00+00:00                   0.067378   
1998-01-06 15:00:00+00:00                   0.165416   
1998-01-06 16:00:00+00:00                   1.562682   
1998-01-06 17:00:00+00:00                   0.037139   
1998-01-06 18:00:00+00:00                  -1.486422   
1998-01-06 19:00:00+00:00                   0.619169   
1998-01-06 20:00:00+00:00                  -0.965362   
1998-01-07 14:00:00+00:00                  -1.248970   

                           vol_oa_return_fth_of_xact  \
id                                                     
1998-01-02 15:00:00+00:00                   0.506428   
1998-01-02 16:00:00+00:00                   0.729538   
1998-01-02 17:00:00+00:00                  -0.621096   
1998-01-02 18:00:00+00:00                   0.529786   
1998-01-02 19:00:00+00:00                   0.629702   
1998-01-02 20:00:00+00:00                  -1.774358   
1998-01-05 14:00:00+00:00                   0.363594   
1998-01-05 16:00:00+00:00                  -2.039725   
1998-01-05 17:00:00+00:00                   0.455518   
1998-01-05 18:00:00+00:00                   0.388192   
1998-01-05 19:00:00+00:00                   0.452737   
1998-01-05 20:00:00+00:00                   0.379684   
1998-01-06 14:00:00+00:00                   0.359781   
1998-01-06 15:00:00+00:00                  -0.140496   
1998-01-06 16:00:00+00:00                   1.336985   
1998-01-06 17:00:00+00:00                   0.337460   
1998-01-06 18:00:00+00:00                  -1.719316   
1998-01-06 19:00:00+00:00                   0.612133   
1998-01-06 20:00:00+00:00                  -0.786547   
1998-01-07 14:00:00+00:00                  -1.234184   

                           vol_lh_return_fth_of_xact  
id                                                    
1998-01-02 15:00:00+00:00                   1.139595  
1998-01-02 16:00:00+00:00                  -0.734855  
1998-01-02 17:00:00+00:00                  -0.549421  
1998-01-02 18:00:00+00:00                  -0.474166  
1998-01-02 19:00:00+00:00                  -0.795821  
1998-01-02 20:00:00+00:00                   1.414667  
1998-01-05 14:00:00+00:00                  -1.452547  
1998-01-05 16:00:00+00:00                  -0.865439  
1998-01-05 17:00:00+00:00                   0.578942  
1998-01-05 18:00:00+00:00                  -0.138531  
1998-01-05 19:00:00+00:00                   0.828993  
1998-01-05 20:00:00+00:00                   1.048583  
1998-01-06 14:00:00+00:00                   0.628774  
1998-01-06 15:00:00+00:00                   0.121916  
1998-01-06 16:00:00+00:00                   1.418370  
1998-01-06 17:00:00+00:00                  -1.201640  
1998-01-06 18:00:00+00:00                  -1.397352  
1998-01-06 19:00:00+00:00                   0.425981  
1998-01-06 20:00:00+00:00                   0.003950  
1998-01-07 14:00:00+00:00                   0.512969  


root: nasdaq_100
desc: thresh_dzn


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
2001-01-23 14:00:00+00:00                   1.126233   
2001-01-23 15:00:00+00:00                  -0.322001   
2001-01-23 16:00:00+00:00                   0.703384   
2001-01-23 17:00:00+00:00                   0.325465   
2001-01-23 18:00:00+00:00                   0.574917   
2001-01-23 19:00:00+00:00                  -0.572539   
2001-01-23 20:00:00+00:00                  -1.835459   
2001-01-24 14:00:00+00:00                   1.074619   
2001-01-24 15:00:00+00:00                  -0.030739   
2001-01-24 16:00:00+00:00                  -0.897470   
2001-01-24 17:00:00+00:00                   0.742039   
2001-01-24 18:00:00+00:00                   1.153167   
2001-01-24 19:00:00+00:00                  -0.828086   
2001-01-24 20:00:00+00:00                  -1.213530   
2001-01-25 14:00:00+00:00                  -0.391423   
2001-01-25 15:00:00+00:00                   0.884297   
2001-01-25 16:00:00+00:00                  -0.418916   
2001-01-25 17:00:00+00:00                  -1.419401   
2001-01-25 18:00:00+00:00                   0.342364   
2001-01-25 19:00:00+00:00                   1.563218   

                           vol_oa_return_fth_of_xact  \
id                                                     
2001-01-23 14:00:00+00:00                   1.260792   
2001-01-23 15:00:00+00:00                   0.380384   
2001-01-23 16:00:00+00:00                  -0.633252   
2001-01-23 17:00:00+00:00                  -0.949825   
2001-01-23 18:00:00+00:00                   1.059033   
2001-01-23 19:00:00+00:00                   0.221496   
2001-01-23 20:00:00+00:00                  -1.338628   
2001-01-24 14:00:00+00:00                   0.650003   
2001-01-24 15:00:00+00:00                   0.861287   
2001-01-24 16:00:00+00:00                  -0.774987   
2001-01-24 17:00:00+00:00                   0.286215   
2001-01-24 18:00:00+00:00                   1.248260   
2001-01-24 19:00:00+00:00                  -1.043774   
2001-01-24 20:00:00+00:00                  -1.227004   
2001-01-25 14:00:00+00:00                   0.366818   
2001-01-25 15:00:00+00:00                   0.375287   
2001-01-25 16:00:00+00:00                  -0.018002   
2001-01-25 17:00:00+00:00                  -1.748658   
2001-01-25 18:00:00+00:00                   0.043747   
2001-01-25 19:00:00+00:00                   1.535288   

                           vol_lh_return_fth_of_xact  
id                                                    
2001-01-23 14:00:00+00:00                  -1.379896  
2001-01-23 15:00:00+00:00                   0.229766  
2001-01-23 16:00:00+00:00                  -0.231199  
2001-01-23 17:00:00+00:00                  -0.372202  
2001-01-23 18:00:00+00:00                  -0.524700  
2001-01-23 19:00:00+00:00                   0.438892  
2001-01-23 20:00:00+00:00                   1.839340  
2001-01-24 14:00:00+00:00                  -0.081649  
2001-01-24 15:00:00+00:00                   1.047190  
2001-01-24 16:00:00+00:00                  -0.104570  
2001-01-24 17:00:00+00:00                  -1.142088  
2001-01-24 18:00:00+00:00                   1.575289  
2001-01-24 19:00:00+00:00                  -1.009335  
2001-01-24 20:00:00+00:00                  -0.284837  
2001-01-25 14:00:00+00:00                  -0.860128  
2001-01-25 15:00:00+00:00                   0.305178  
2001-01-25 16:00:00+00:00                  -0.548485  
2001-01-25 17:00:00+00:00                   0.284276  
2001-01-25 18:00:00+00:00                  -0.379803  
2001-01-25 19:00:00+00:00                   1.999908  


root: russell_2000
desc: thresh_dzn


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
2006-05-05 13:00:00+00:00                  -1.348688   
2006-05-05 14:00:00+00:00                   1.267005   
2006-05-05 15:00:00+00:00                  -0.558730   
2006-05-05 16:00:00+00:00                   0.296714   
2006-05-05 17:00:00+00:00                  -1.315156   
2006-05-05 18:00:00+00:00                  -0.027834   
2006-05-05 19:00:00+00:00                   0.736922   
2006-05-05 20:00:00+00:00                   0.949766   
2006-05-08 13:00:00+00:00                   0.131005   
2006-05-08 14:00:00+00:00                   1.821592   
2006-05-08 15:00:00+00:00                  -0.133915   
2006-05-08 16:00:00+00:00                  -1.722381   
2006-05-08 17:00:00+00:00                  -0.581894   
2006-05-08 18:00:00+00:00                  -0.047465   
2006-05-08 19:00:00+00:00                  -0.047465   
2006-05-08 20:00:00+00:00                   0.580522   
2006-05-09 13:00:00+00:00                   0.920090   
2006-05-09 14:00:00+00:00                  -1.379215   
2006-05-09 15:00:00+00:00                  -1.233198   
2006-05-09 16:00:00+00:00                   0.772198   

                           vol_oa_return_fth_of_xact  \
id                                                     
2006-05-05 13:00:00+00:00                  -1.845014   
2006-05-05 14:00:00+00:00                   1.311237   
2006-05-05 15:00:00+00:00                  -0.363996   
2006-05-05 16:00:00+00:00                   0.178679   
2006-05-05 17:00:00+00:00                  -0.810219   
2006-05-05 18:00:00+00:00                   0.096365   
2006-05-05 19:00:00+00:00                   0.617097   
2006-05-05 20:00:00+00:00                   0.815851   
2006-05-08 13:00:00+00:00                   1.211064   
2006-05-08 14:00:00+00:00                   0.317748   
2006-05-08 15:00:00+00:00                  -0.904573   
2006-05-08 16:00:00+00:00                  -1.790386   
2006-05-08 17:00:00+00:00                   0.195075   
2006-05-08 18:00:00+00:00                  -0.415337   
2006-05-08 19:00:00+00:00                   0.348965   
2006-05-08 20:00:00+00:00                   1.037444   
2006-05-09 13:00:00+00:00                   0.948283   
2006-05-09 14:00:00+00:00                  -1.575705   
2006-05-09 15:00:00+00:00                  -1.148095   
2006-05-09 16:00:00+00:00                   1.227849   

                           vol_lh_return_fth_of_xact  
id                                                    
2006-05-05 13:00:00+00:00                   1.885834  
2006-05-05 14:00:00+00:00                   0.482944  
2006-05-05 15:00:00+00:00                   0.408767  
2006-05-05 16:00:00+00:00                  -0.790199  
2006-05-05 17:00:00+00:00                   0.518180  
2006-05-05 18:00:00+00:00                  -0.693234  
2006-05-05 19:00:00+00:00                  -1.023625  
2006-05-05 20:00:00+00:00                  -0.788668  
2006-05-08 13:00:00+00:00                  -0.106695  
2006-05-08 14:00:00+00:00                   2.446120  
2006-05-08 15:00:00+00:00                  -0.290686  
2006-05-08 16:00:00+00:00                  -0.183803  
2006-05-08 17:00:00+00:00                  -0.389064  
2006-05-08 18:00:00+00:00                  -0.517537  
2006-05-08 19:00:00+00:00                  -0.414316  
2006-05-08 20:00:00+00:00                  -0.544019  
2006-05-09 13:00:00+00:00                   0.792265  
2006-05-09 14:00:00+00:00                   0.799475  
2006-05-09 15:00:00+00:00                   0.538453  
2006-05-09 16:00:00+00:00                   0.255980  




group: thresh_vol_dmx_normalize
root: dow_jones
desc: thresh_dmx


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
2005-03-18 14:00:00+00:00                  -0.211396   
2005-03-18 15:00:00+00:00                   1.000000   
2005-03-18 16:00:00+00:00                  -1.000000   
2005-03-18 17:00:00+00:00                   0.561740   
2005-03-18 18:00:00+00:00                   0.668977   
2005-03-18 19:00:00+00:00                   0.299986   
2005-03-18 20:00:00+00:00                  -0.686026   
2005-03-18 21:00:00+00:00                   0.377072   
2005-03-21 14:00:00+00:00                   0.456112   
2005-03-21 15:00:00+00:00                   1.000000   
2005-03-21 16:00:00+00:00                  -0.102390   
2005-03-21 17:00:00+00:00                  -1.000000   
2005-03-21 18:00:00+00:00                   0.908064   
2005-03-21 19:00:00+00:00                  -0.162199   
2005-03-21 20:00:00+00:00                  -0.042746   
2005-03-21 21:00:00+00:00                   0.344255   
2005-03-22 14:00:00+00:00                  -0.480974   
2005-03-22 15:00:00+00:00                  -1.000000   
2005-03-22 16:00:00+00:00                  -0.507913   
2005-03-22 17:00:00+00:00                  -0.375356   

                           vol_oa_return_fth_of_xact  \
id                                                     
2005-03-18 14:00:00+00:00                   0.022459   
2005-03-18 15:00:00+00:00                   0.498723   
2005-03-18 16:00:00+00:00                  -1.000000   
2005-03-18 17:00:00+00:00                   0.425323   
2005-03-18 18:00:00+00:00                   1.000000   
2005-03-18 19:00:00+00:00                  -0.205370   
2005-03-18 20:00:00+00:00                  -0.135772   
2005-03-18 21:00:00+00:00                   0.280071   
2005-03-21 14:00:00+00:00                   0.987260   
2005-03-21 15:00:00+00:00                   0.849791   
2005-03-21 16:00:00+00:00                  -0.059880   
2005-03-21 17:00:00+00:00                  -1.000000   
2005-03-21 18:00:00+00:00                   1.000000   
2005-03-21 19:00:00+00:00                   0.134114   
2005-03-21 20:00:00+00:00                  -0.326561   
2005-03-21 21:00:00+00:00                   0.523875   
2005-03-22 14:00:00+00:00                   0.207843   
2005-03-22 15:00:00+00:00                  -1.000000   
2005-03-22 16:00:00+00:00                   0.006708   
2005-03-22 17:00:00+00:00                   0.530671   

                           vol_lh_return_fth_of_xact  
id                                                    
2005-03-18 14:00:00+00:00                  -1.000000  
2005-03-18 15:00:00+00:00                   0.126351  
2005-03-18 16:00:00+00:00                   0.372959  
2005-03-18 17:00:00+00:00                  -0.936516  
2005-03-18 18:00:00+00:00                   0.758353  
2005-03-18 19:00:00+00:00                  -0.407328  
2005-03-18 20:00:00+00:00                   1.000000  
2005-03-18 21:00:00+00:00                  -0.566469  
2005-03-21 14:00:00+00:00                   0.978190  
2005-03-21 15:00:00+00:00                   1.000000  
2005-03-21 16:00:00+00:00                  -1.000000  
2005-03-21 17:00:00+00:00                   0.587157  
2005-03-21 18:00:00+00:00                   0.587157  
2005-03-21 19:00:00+00:00                   0.131890  
2005-03-21 20:00:00+00:00                  -0.455064  
2005-03-21 21:00:00+00:00                  -0.806953  
2005-03-22 14:00:00+00:00                  -0.603307  
2005-03-22 15:00:00+00:00                  -0.265228  
2005-03-22 16:00:00+00:00                  -0.620202  
2005-03-22 17:00:00+00:00                  -1.000000  


root: sp_500
desc: thresh_dmx


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
1998-01-02 15:00:00+00:00                   0.148319   
1998-01-02 16:00:00+00:00                   1.000000   
1998-01-02 17:00:00+00:00                  -0.073849   
1998-01-02 18:00:00+00:00                   0.751382   
1998-01-02 19:00:00+00:00                   0.570118   
1998-01-02 20:00:00+00:00                  -1.000000   
1998-01-05 14:00:00+00:00                  -0.671551   
1998-01-05 16:00:00+00:00                  -1.000000   
1998-01-05 17:00:00+00:00                   1.000000   
1998-01-05 18:00:00+00:00                   0.254540   
1998-01-05 19:00:00+00:00                  -0.091868   
1998-01-05 20:00:00+00:00                  -0.807570   
1998-01-06 14:00:00+00:00                   0.019185   
1998-01-06 15:00:00+00:00                   0.083491   
1998-01-06 16:00:00+00:00                   1.000000   
1998-01-06 17:00:00+00:00                  -0.000650   
1998-01-06 18:00:00+00:00                  -1.000000   
1998-01-06 19:00:00+00:00                   0.381121   
1998-01-06 20:00:00+00:00                  -0.658221   
1998-01-07 14:00:00+00:00                  -1.000000   

                           vol_oa_return_fth_of_xact  \
id                                                     
1998-01-02 15:00:00+00:00                   0.821790   
1998-01-02 16:00:00+00:00                   1.000000   
1998-01-02 17:00:00+00:00                  -0.078826   
1998-01-02 18:00:00+00:00                   0.840447   
1998-01-02 19:00:00+00:00                   0.920256   
1998-01-02 20:00:00+00:00                  -1.000000   
1998-01-05 14:00:00+00:00                   0.926321   
1998-01-05 16:00:00+00:00                  -1.000000   
1998-01-05 17:00:00+00:00                   1.000000   
1998-01-05 18:00:00+00:00                   0.946037   
1998-01-05 19:00:00+00:00                   0.997772   
1998-01-05 20:00:00+00:00                   0.939218   
1998-01-06 14:00:00+00:00                   0.360532   
1998-01-06 15:00:00+00:00                   0.033158   
1998-01-06 16:00:00+00:00                   1.000000   
1998-01-06 17:00:00+00:00                   0.345925   
1998-01-06 18:00:00+00:00                  -1.000000   
1998-01-06 19:00:00+00:00                   0.525667   
1998-01-06 20:00:00+00:00                  -0.389609   
1998-01-07 14:00:00+00:00                  -1.000000   

                           vol_lh_return_fth_of_xact  
id                                                    
1998-01-02 15:00:00+00:00                   0.751121  
1998-01-02 16:00:00+00:00                  -0.944839  
1998-01-02 17:00:00+00:00                  -0.777063  
1998-01-02 18:00:00+00:00                  -0.708974  
1998-01-02 19:00:00+00:00                  -1.000000  
1998-01-02 20:00:00+00:00                   1.000000  
1998-01-05 14:00:00+00:00                  -1.000000  
1998-01-05 16:00:00+00:00                  -0.530526  
1998-01-05 17:00:00+00:00                   0.624457  
1998-01-05 18:00:00+00:00                   0.050738  
1998-01-05 19:00:00+00:00                   0.824407  
1998-01-05 20:00:00+00:00                   1.000000  
1998-01-06 14:00:00+00:00                   0.439152  
1998-01-06 15:00:00+00:00                   0.079132  
1998-01-06 16:00:00+00:00                   1.000000  
1998-01-06 17:00:00+00:00                  -0.860986  
1998-01-06 18:00:00+00:00                  -1.000000  
1998-01-06 19:00:00+00:00                   0.295109  
1998-01-06 20:00:00+00:00                  -0.004659  
1998-01-07 14:00:00+00:00                   0.530111  


root: nasdaq_100
desc: thresh_dmx


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
2001-01-23 14:00:00+00:00                   1.000000   
2001-01-23 15:00:00+00:00                   0.022022   
2001-01-23 16:00:00+00:00                   0.714454   
2001-01-23 17:00:00+00:00                   0.459250   
2001-01-23 18:00:00+00:00                   0.627702   
2001-01-23 19:00:00+00:00                  -0.147163   
2001-01-23 20:00:00+00:00                  -1.000000   
2001-01-24 14:00:00+00:00                   0.933623   
2001-01-24 15:00:00+00:00                  -0.000471   
2001-01-24 16:00:00+00:00                  -0.732911   
2001-01-24 17:00:00+00:00                   0.652573   
2001-01-24 18:00:00+00:00                   1.000000   
2001-01-24 19:00:00+00:00                  -0.674278   
2001-01-24 20:00:00+00:00                  -1.000000   
2001-01-25 14:00:00+00:00                  -0.310688   
2001-01-25 15:00:00+00:00                   0.544748   
2001-01-25 16:00:00+00:00                  -0.329123   
2001-01-25 17:00:00+00:00                  -1.000000   
2001-01-25 18:00:00+00:00                   0.181355   
2001-01-25 19:00:00+00:00                   1.000000   

                           vol_oa_return_fth_of_xact  \
id                                                     
2001-01-23 14:00:00+00:00                   1.000000   
2001-01-23 15:00:00+00:00                   0.322612   
2001-01-23 16:00:00+00:00                  -0.457282   
2001-01-23 17:00:00+00:00                  -0.700854   
2001-01-23 18:00:00+00:00                   0.844766   
2001-01-23 19:00:00+00:00                   0.200363   
2001-01-23 20:00:00+00:00                  -1.000000   
2001-01-24 14:00:00+00:00                   0.516611   
2001-01-24 15:00:00+00:00                   0.687328   
2001-01-24 16:00:00+00:00                  -0.634773   
2001-01-24 17:00:00+00:00                   0.222673   
2001-01-24 18:00:00+00:00                   1.000000   
2001-01-24 19:00:00+00:00                  -0.851951   
2001-01-24 20:00:00+00:00                  -1.000000   
2001-01-25 14:00:00+00:00                   0.288375   
2001-01-25 15:00:00+00:00                   0.293532   
2001-01-25 16:00:00+00:00                   0.054010   
2001-01-25 17:00:00+00:00                  -1.000000   
2001-01-25 18:00:00+00:00                   0.091617   
2001-01-25 19:00:00+00:00                   1.000000   

                           vol_lh_return_fth_of_xact  
id                                                    
2001-01-23 14:00:00+00:00                  -1.000000  
2001-01-23 15:00:00+00:00                   0.000027  
2001-01-23 16:00:00+00:00                  -0.286354  
2001-01-23 17:00:00+00:00                  -0.373954  
2001-01-23 18:00:00+00:00                  -0.468696  
2001-01-23 19:00:00+00:00                   0.129950  
2001-01-23 20:00:00+00:00                   1.000000  
2001-01-24 14:00:00+00:00                  -0.219513  
2001-01-24 15:00:00+00:00                   0.611317  
2001-01-24 16:00:00+00:00                  -0.236383  
2001-01-24 17:00:00+00:00                  -1.000000  
2001-01-24 18:00:00+00:00                   1.000000  
2001-01-24 19:00:00+00:00                  -0.902293  
2001-01-24 20:00:00+00:00                  -0.369060  
2001-01-25 14:00:00+00:00                  -1.000000  
2001-01-25 15:00:00+00:00                  -0.185111  
2001-01-25 16:00:00+00:00                  -0.782070  
2001-01-25 17:00:00+00:00                  -0.199728  
2001-01-25 18:00:00+00:00                  -0.664112  
2001-01-25 19:00:00+00:00                   1.000000  


root: russell_2000
desc: thresh_dmx


debug: s
                           vol_oc_return_fth_of_xact  \
id                                                     
2006-05-05 13:00:00+00:00                  -1.000000   
2006-05-05 14:00:00+00:00                   1.000000   
2006-05-05 15:00:00+00:00                  -0.395986   
2006-05-05 16:00:00+00:00                   0.258100   
2006-05-05 17:00:00+00:00                  -0.974361   
2006-05-05 18:00:00+00:00                   0.009946   
2006-05-05 19:00:00+00:00                   0.594690   
2006-05-05 20:00:00+00:00                   0.757434   
2006-05-08 13:00:00+00:00                   0.045937   
2006-05-08 14:00:00+00:00                   1.000000   
2006-05-08 15:00:00+00:00                  -0.103568   
2006-05-08 16:00:00+00:00                  -1.000000   
2006-05-08 17:00:00+00:00                  -0.356379   
2006-05-08 18:00:00+00:00                  -0.054780   
2006-05-08 19:00:00+00:00                  -0.054780   
2006-05-08 20:00:00+00:00                   0.299617   
2006-05-09 13:00:00+00:00                   0.663127   
2006-05-09 14:00:00+00:00                  -1.000000   
2006-05-09 15:00:00+00:00                  -0.894383   
2006-05-09 16:00:00+00:00                   0.556154   

                           vol_oa_return_fth_of_xact  \
id                                                     
2006-05-05 13:00:00+00:00                  -1.000000   
2006-05-05 14:00:00+00:00                   1.000000   
2006-05-05 15:00:00+00:00                  -0.061534   
2006-05-05 16:00:00+00:00                   0.282340   
2006-05-05 17:00:00+00:00                  -0.344288   
2006-05-05 18:00:00+00:00                   0.230180   
2006-05-05 19:00:00+00:00                   0.560149   
2006-05-05 20:00:00+00:00                   0.686092   
2006-05-08 13:00:00+00:00                   1.000000   
2006-05-08 14:00:00+00:00                   0.404744   
2006-05-08 15:00:00+00:00                  -0.409743   
2006-05-08 16:00:00+00:00                  -1.000000   
2006-05-08 17:00:00+00:00                   0.323001   
2006-05-08 18:00:00+00:00                  -0.083743   
2006-05-08 19:00:00+00:00                   0.425545   
2006-05-08 20:00:00+00:00                   0.884309   
2006-05-09 13:00:00+00:00                   0.800563   
2006-05-09 14:00:00+00:00                  -1.000000   
2006-05-09 15:00:00+00:00                  -0.694951   
2006-05-09 16:00:00+00:00                   1.000000   

                           vol_lh_return_fth_of_xact  
id                                                    
2006-05-05 13:00:00+00:00                   1.000000  
2006-05-05 14:00:00+00:00                   0.035635  
2006-05-05 15:00:00+00:00                  -0.015355  
2006-05-05 16:00:00+00:00                  -0.839540  
2006-05-05 17:00:00+00:00                   0.059857  
2006-05-05 18:00:00+00:00                  -0.772885  
2006-05-05 19:00:00+00:00                  -1.000000  
2006-05-05 20:00:00+00:00                  -0.838488  
2006-05-08 13:00:00+00:00                  -0.707489  
2006-05-08 14:00:00+00:00                   1.000000  
2006-05-08 15:00:00+00:00                  -0.830554  
2006-05-08 16:00:00+00:00                  -0.759064  
2006-05-08 17:00:00+00:00                  -0.896356  
2006-05-08 18:00:00+00:00                  -0.982287  
2006-05-08 19:00:00+00:00                  -0.913246  
2006-05-08 20:00:00+00:00                  -1.000000  
2006-05-09 13:00:00+00:00                   0.763315  
2006-05-09 14:00:00+00:00                   0.769019  
2006-05-09 15:00:00+00:00                   0.562510  
2006-05-09 16:00:00+00:00                   0.339030  

